id,discipline,statement,source,page,stage,reviewStatus,flags,reviewLevel,semanticVerdict,location
ca_152UB3Gh,语文,能说出《可爱的中国》《小兵张嘎》《闪闪的红星》等作品反映了革命传统,阅读反映革命传统的作品，如《可爱的中国》《小兵张嘎》《闪闪的红星》等，讲述自己感受到的家国情怀和爱国精神。,39,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:120
ca_0PmQ3XrM,语文,能说出《革命烈士诗抄》《红岩》《红星照耀中国》是革命文学作品,阅读革命文学作品，如《革命烈士诗抄》《红岩》《红星照耀中国》等,40,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:122
ca_pV6oK7k2,语文,能说出《朝花夕拾》《骆驼祥子》《艾青诗选》《西游记》《格列佛游记》《钢铁是怎样炼成的》是文学名著,独立阅读古今中外诗歌集、中长篇小说、散文集等文学名著，如《朝花夕拾》《骆驼祥子》《艾青诗选》《西游记》《格列佛游记》《钢铁是怎样炼成的》等,40,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:123
ca_ohdfFfiE,语文,能说出结合自己的阅读体会尝试撰写文学鉴赏文章是读书活动的一种形式,结合自己的阅读体会，尝试撰写文学鉴赏文章,40,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:124
ca_irEeQk5z,语文,能说出龙凤、松竹梅兰是中华文化意象,探寻日常生活中龙凤、松竹梅兰等中华文化意象,42,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:125
ca_1W2aA2JT,语文,能说出组织小课题组是开展校园调查的一种组织形式,组织小课题组，开展校园调查，,42,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:128
ca_MbHhC0ud,语文,能概括说明性文字的主要内容或简单的非连续性文本的关键信息,能概括说明性文字的主要内容或简单的非连续性文本的关键信息,47,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:132
ca_ndCKv0OV,语文,能用准确的语言清楚地介绍、说明事物或程序,能用准确的语言清楚地介绍、说明事物或程序,47,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:133
ca_zgsfpp5t,语文,能运用文本主要信息解决现实生活中的简单问题,运用文本主要信息解决现实生活中的简单问题,47,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:134
ca_QQVrIxV7,语文,能围绕学习活动搜集材料，设计简单的活动方案,围绕学习活动搜集材料，提供简单的活动设计方案,47,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:135
ca_aubUqili,语文,能说出第三学段（5~6年级）学生应能围绕学习活动展开调查，从多方面获取活动各阶段的材料,能围绕学习活动展开调查，从多方面获取活动各阶段的材料,47,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,"[""A05"", ""A11""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:136
ca_5P6VQtq5,语文,能说出在日常记录中应使用的规范、通行的字体是行楷字,在日常记录中使用规范、通行的行楷字,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:138
ca_hJnCwl0e,语文,能说出在社会生活中认读生字新词时应依据的三者关系是字音、字形、字义,在社会生活中能根据字音、字形、字义三者的关系准确认读、正确理解遇到的生字新词,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:139
ca_uEOIgP8e,语文,能说出在表达时应做到的三点是选择恰当的表达方式、合理安排详略和条理清楚,能多角度观察生活，抓住事物特征，选择恰当的表达方式，合理安排详略，条理清楚地表达自己的感受和认识,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:141
ca_XzIpTcX4,语文,能说出在共同关注的热点问题学习活动中应完成的四个步骤是搜集资料、提取信息、概括观点和确立学习活动主题,能就共同关注的热点问题搜集资料，提取信息，概括观点，确立学习活动主题,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:142
ca_wvs6gCpa,语文,能说出在学习活动中呈现活动设计方案时可使用的两种形式是流程图和文字,能用流程图、文字等形式呈现活动设计方案,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:143
ca_guSTydlN,语文,能说出在学习活动中呈现学习成果时可使用的四种形式是文字、图表、图画和照片,能围绕学习活动开展调查，用文字、图表、图画、照片等形式呈现学习成果,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:144
ca_swmgn0LN,语文,能说出在学习活动中获取资料时可利用的渠道是图书馆等多种渠道,能利用图书馆等多种渠道获取资料，整理相关学习内容，完善自己的认识，撰写活动总结,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:145
ca_TSILelvD,语文,能说出在阅读文学作品过程中表达对作品理解时可使用的三种方式是朗读、概括和讲述,在阅读过程中能把握主要内容，并通过朗读、概括、讲述等方式，表达对作品的理解,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:146
ca_63WQf5pd,语文,能说出在介绍所读作品基本脉络时应理清的内容是行文思路,能理清行文思路，用多种形式介绍所读作品的基本脉络,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:147
ca_npnfQi7n,语文,能准确地拼读音节,能准确地拼读音节，正确书写声母、韵母和音节。,14,"{""min"": ""G1"", ""max"": ""G2""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:148
ca_DwSzxbSW,语文,能正确书写声母、韵母和音节,能准确地拼读音节，正确书写声母、韵母和音节。,14,"{""min"": ""G1"", ""max"": ""G2""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:149
ca_AkkBE4ts,语文,能熟练地使用字典独立识字,1. 能熟练地使用字典、词典独立识字，会用多种检字方法。,21,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:150
ca_UuRKusxH,语文,能熟练地使用词典独立识字,1. 能熟练地使用字典、词典独立识字，会用多种检字方法。,21,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:151
ca_b4VQQPpD,语文,能较熟练地运用略读的方法，扩大阅读范围,能较熟练地运用略读和浏览的方法，扩大阅读范围。,21,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:152
ca_vMXiLmzt,语文,能较熟练地运用浏览的方法，扩大阅读范围,能较熟练地运用略读和浏览的方法，扩大阅读范围。,21,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:153
ca_tSXNvU5x,语文,能根据自己的表达需要和习惯选择不同语境下具有个性化特征的词句和段落,发现并积累不同语境下具有个性化特征的词句和段落，能根据自己的表达需要和习惯选择使用。,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,"[""A13""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:154
ca_WVk3SK7E,语文,能根据自己的表达需要和习惯使用不同语境下具有个性化特征的词句和段落,发现并积累不同语境下具有个性化特征的词句和段落，能根据自己的表达需要和习惯选择使用。,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,"[""A13""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:155
ca_ZR9h6Ecy,语文,能区分观点与材料,阅读简单议论性文章，能区分观点与材料，并能解释观点与材料之间的联系；,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:156
ca_DGQ5e238,语文,能解释观点与材料之间的联系,阅读简单议论性文章，能区分观点与材料，并能解释观点与材料之间的联系；,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:157
ca_bCNzBZSs,语文,能分类整理富有表现力的词语,能分类整理富有表现力的词语、精彩段落和经典诗文名句，分析作品表现手法的作用；,50,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:158
ca_B9g9de3m,语文,能分类整理精彩段落,能分类整理富有表现力的词语、精彩段落和经典诗文名句，分析作品表现手法的作用；,50,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:159
ca_CS4zA2qi,语文,能分类整理经典诗文名句,能分类整理富有表现力的词语、精彩段落和经典诗文名句，分析作品表现手法的作用；,50,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:160
ca_CJHAqdMm,语文,能说出记实作文的内容要求是具体、感情真实,能写简单的记实作文和想象作文，内容具体，感情真实。,20,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:161
ca_xehZrK7R,语文,能说出想象作文的内容要求是具体、感情真实,能写简单的记实作文和想象作文，内容具体，感情真实。,20,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:162
ca_W7Ter2ps,语文,能说出龙凤是中华文化意象,探寻日常生活中龙凤、松竹梅兰等中华文化意象,42,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:163
ca_JbM3iZw3,语文,能说出松竹梅兰是中华文化意象,探寻日常生活中龙凤、松竹梅兰等中华文化意象,42,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:164
ca_pbRBNCGi,语文,能说出在表达时应做到的三点是合理安排详略,能多角度观察生活，抓住事物特征，选择恰当的表达方式，合理安排详略，条理清楚地表达自己的感受和认识,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:166
ca_PakDhNTs,语文,能说出在学习活动中呈现活动设计方案时可使用流程图,能用流程图、文字等形式呈现活动设计方案,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:168
ca_KQVDenaS,语文,能说出在学习活动中呈现活动设计方案时可使用文字,能用流程图、文字等形式呈现活动设计方案,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:169
ca_hhpy4KUa,语文,能说出在阅读文学作品过程中表达对作品理解时可使用概括,在阅读过程中能把握主要内容，并通过朗读、概括、讲述等方式，表达对作品的理解,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:171
ca_aqianqex,语文,能说出在阅读文学作品过程中表达对作品理解时可使用讲述,在阅读过程中能把握主要内容，并通过朗读、概括、讲述等方式，表达对作品的理解,49,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:172
ca_6CLMwkAt,语文,能在运用口语表达的过程中，对比两种语体用词和造句的差别,在运用口语和书面语表达的过程中，对比两种语体用词和造句的差别，体会口语与书面语的风格差异。,24,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,"[""A07""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:173
ca_pAPgdU4g,语文,能在运用书面语表达的过程中，对比两种语体用词和造句的差别,在运用口语和书面语表达的过程中，对比两种语体用词和造句的差别，体会口语与书面语的风格差异。,24,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,"[""A07""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:174
ca_UKA5QsG6,语文,能选择感兴趣的作家撰写评论,撰写读书笔记，阅读作品应写出内容提要和阅读感受。选择感兴趣的作家、作品或话题，撰写评论。,32,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,"[""A07""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:175
ca_ftTSBa3H,语文,能选择感兴趣的作品撰写评论,撰写读书笔记，阅读作品应写出内容提要和阅读感受。选择感兴趣的作家、作品或话题，撰写评论。,32,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,"[""A07""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:176
ca_eaxnccri,语文,能选择感兴趣的话题撰写评论,撰写读书笔记，阅读作品应写出内容提要和阅读感受。选择感兴趣的作家、作品或话题，撰写评论。,32,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,"[""A07""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:177
ca_BJiThwjS,语文,能列举出《革命烈士诗抄》《红岩》《红星照耀中国》这三部作品中的两部,阅读革命文学作品，如《革命烈士诗抄》《红岩》《红星照耀中国》等,40,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,"[""A04""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:178
ca_7HRfRGPQ,语文,能说明《革命烈士诗抄》《红岩》《红星照耀中国》都属于革命文学作品,阅读革命文学作品，如《革命烈士诗抄》《红岩》《红星照耀中国》等,40,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,"[""A04""]",deterministic-screen-only,not-adjudicated,anchors/chinese.jsonl:179
ca_vNZfgewe,英语,能认读并拼写英语二级词汇表中的单词,,95,"{""min"": ""G3"", ""max"": ""G6""}",auto-confirmed,"[""A01"", ""A06""]",deterministic-screen-only,not-adjudicated,anchors/english-lists.jsonl:1
ca_GF4KvJd2,英语,能认读并拼写英语三级词汇表中的单词,,105,"{""min"": ""G7"", ""max"": ""G9""}",auto-confirmed,"[""A01""]",deterministic-screen-only,not-adjudicated,anchors/english-lists.jsonl:2
ca_CPrxFxbn,英语,能读出并写出英语基数词和序数词,,135,"{""min"": ""G3"", ""max"": ""G9""}",auto-confirmed,"[""A01"", ""A06""]",deterministic-screen-only,not-adjudicated,anchors/english-lists.jsonl:3
ca_2EAmQTtU,英语,能读出并写出英语的月份和星期名称,,137,"{""min"": ""G3"", ""max"": ""G6""}",auto-confirmed,"[""A01"", ""A06""]",deterministic-screen-only,not-adjudicated,anchors/english-lists.jsonl:4
ca_c2uXsvWR,英语,能说出常见国家和国际组织英文缩写的含义,,138,"{""min"": ""G7"", ""max"": ""G9""}",auto-confirmed,"[""A01""]",deterministic-screen-only,not-adjudicated,anchors/english-lists.jsonl:5
ca_lbiHj20K,英语,能说出常见国家、地区名称及其对应的国民与语言的英文表达,,138,"{""min"": ""G3"", ""max"": ""G9""}",auto-confirmed,"[""A01"", ""A06"", ""A09""]",deterministic-screen-only,not-adjudicated,anchors/english-lists.jsonl:6
ca_cGmiI3Hd,英语,能用英文说出常见节日名称与中国文化专有名词,,139,"{""min"": ""G3"", ""max"": ""G9""}",auto-confirmed,"[""A01"", ""A06""]",deterministic-screen-only,not-adjudicated,anchors/english-lists.jsonl:7
ca_LARmngwc,英语,能说出并写出英语不规则动词的过去式和过去分词,,140,"{""min"": ""G7"", ""max"": ""G9""}",auto-confirmed,"[""A01"", ""A09""]",deterministic-screen-only,not-adjudicated,anchors/english-lists.jsonl:8
ca_IEwCTfif,英语,能在句子中正确使用课标语法项目表所列的语法项目,,145,"{""min"": ""G3"", ""max"": ""G9""}",ai-reviewed,"[""A01"", ""A06""]",deterministic-screen-only,not-adjudicated,anchors/english-lists.jsonl:9
ca_8qoWIbbr,英语,能理解课标语法项目表中标注「+」的三级语法项目,,145,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,"[""A01""]",deterministic-screen-only,not-adjudicated,anchors/english-lists.jsonl:10
ca_R92qHDfg,英语,能模仿说话者的语音、语调,1-6 在跟读简短的音视频材料时，能模仿说话者的语音、语调。,50,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:3
ca_HGDQgGb9,英语,能通过读、看等方式认读或说出典型的中外文化标志物,1-8 能通过读、看等方式，认读或说出典型的中外文化标志物。,50,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:4
ca_j3MnDYGL,英语,能正确书写所学的单词和句子,1-9 能正确书写所学的单词和句子。,50,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:5
ca_FAmnJBnr,英语,能参照范例，仿写简单句,1-10 能参照范例，仿写简单句。,50,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:6
ca_SeaUwxdJ,英语,能通过简短语篇了解世界主要国家的生活习俗、饮食习惯、文化传统等，并初步比较文化异同,2-4 能通过简短语篇了解世界主要国家的生活习俗、饮食习惯、文化传统等，初步比较文化异同。,51,"{""min"": ""G3"", ""max"": ""G4""}",disputed,"[""A02"", ""A13""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:9
ca_Krmjdt2y,英语,能借助图片、上下文线索尝试推测语篇中生词的含义,2-5 能借助图片、上下文线索尝试推测语篇中生词的含义。,51,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:10
ca_eDMMeFsu,英语,能用简单句子描述一个中外节日习俗或现象，语句通顺,2-9 能用简单的句子描述与中外文化有关的具体现象和事物，语句基本通顺。,51,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:13
ca_4LL4dCBV,英语,能运用所学词句讲述一个简单的小故事，表意基本清楚,2-10 能运用所学词句讲述简单的小故事，表意基本清楚。,51,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:14
ca_DDic3DgN,英语,能用简单的语句描述图片内容，意义连贯，句子形式基本正确,2-13 能用简单的语句描述图片内容，意义连贯，句子形式基本正确。,51,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:17
ca_urtYtJfa,英语,能主动举手参与课堂提问或角色扮演，并与同伴围绕主题进行讨论和合作完成学习任务,2-15 对英语学习有兴趣，主动参与课堂活动，与同伴一起围绕相关主题进行讨论，合作完成学习任务。,51,"{""min"": ""G3"", ""max"": ""G4""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:19
ca_3KiSGiFa,英语,表24 三级（7~9年级）学业质量标准3-1 能听懂相关主题的语篇，借助关键词句、图片等复述语篇内容,表24 三级（7～9年级）学业质量标准3-1 能听懂相关主题的语篇，借助关键词句、图片等复述语篇内容。,52,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:20
ca_nGDgGjdE,英语,能利用语篇所给提示预测内容的发展,3-2 能利用语篇所给提示预测内容的发展，判断说话者的身份和关系，推断说话者的情感、态度和观点。,52,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:21
ca_3qB34pPN,英语,能运用一定的阅读策略，借助表格、思维导图等工具梳理书面语篇的主要信息,3-6 能运用一定的阅读策略，借助表格、思维导图等工具梳理书面语篇的主要信息，理解大意。,52,"{""min"": ""G7"", ""max"": ""G9""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:22
ca_UMWv6gQt,英语,能正确使用所学语言，格式较为规范,进行书面表达时，能正确使用所学语言，格式较为规范。,53,"{""min"": ""G5"", ""max"": ""G6""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:27
ca_FhWzZ54J,英语,能用简单的单词、短语和句子描述与中外文化有关的图片、熟悉的具体现象和事物,能用简单的单词、短语和句子描述与中外文化有关的图片、熟悉的具体现象和事物。,89,"{""min"": ""G3"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:31
ca_a6aLXvDq,英语,能用简短的句子描述所学的中外文化节日或物品,能用简短的句子描述所学的与中外文化有关的具体事物；,89,"{""min"": ""G3"", ""max"": ""G3""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/english.jsonl:32
ca_ui7xikPj,英语,能通过语言简单、主题相关的语篇材料获取并归纳中外文化信息,能通过语言简单、主题相关的语篇材料获取并归纳中外文化信息；,90,"{""min"": ""G3"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:34
ca_z4bLdFPH,英语,在参与交际活动时，意识到文化差异在语言交流中的表现,在参与交际活动时，意识到文化差异在语言交流中的表现，能尝试采用多种策略进行沟通和交流；,90,"{""min"": ""G3"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:35
ca_jfH499CK,英语,能基于已有经验和知识，用所学英语描述熟悉的文化现象和文化差异,能基于已有经验和知识，用所学英语描述熟悉的文化现象和文化差异；,90,"{""min"": ""G3"", ""max"": ""G9""}",ai-reviewed,"[""A06"", ""A09""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:36
ca_DiK4PnyS,英语,判断信息的真实性，作出正确的价值判断，尝试提出合理的疑问,能从不同角度认识和理解世界，对各种观点进行独立思考，判断信息的真实性，作出正确的价值判断，尝试提出合理的疑问。,90,"{""min"": ""G3"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:41
ca_E72EF3CQ,英语,能尝试通过模仿、说唱、表演等方式参与语言实践活动,能尝试通过模仿、说唱、表演等方式参与语言实践活动。,91,"{""min"": ""G3"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:42
ca_DwHhVTUf,英语,能识别并读出26个大、小写字母,识别并读出26个大、小写字母；,26,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:50
ca_ObHVLvEg,英语,能说出单词是由字母构成的,知道单词由字母构成；,27,"{""min"": ""G1"", ""max"": ""G9""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:51
ca_9Dx2feL0,英语,"能说出语法知识是""形式—意义—使用""的统一体",在语言使用中，语法知识是“形式—意义—使用”的统一体，,28,"{""min"": ""G1"", ""max"": ""G9""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:52
ca_bU1qCy44,英语,能说出三级+级别要求围绕相关主题接触并使用约1800个单词进行交流与表达,围绕相关主题接触并使用约1800个单词进行交流与表达，,28,"{""min"": ""G1"", ""max"": ""G9""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:53
ca_3KKREUj1,英语,能说出三级+级别要求根据实际情况接触并学习相关主题范围内约200个单词,另外可以根据实际情况接触并学习相关主题范围内约200个单词，,28,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:54
ca_BZkEy9u7,英语,能说出文化知识的学习更重要的是发现、判断其背后的态度和价值观,文化知识的学习不限于了解和记忆具体的知识点，更重要的是发现、判断其背后的态度和价值观。,30,"{""min"": ""G1"", ""max"": ""G9""}",ai-adjudicated,"[""A06"", ""A13""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:57
ca_7Sn6ZC1l,英语,能说出听、读、看是理解性技能,听、读、看是理解性技能，说、写是表达性技能。,32,"{""min"": ""G1"", ""max"": ""G9""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:58
ca_r2lQxQtn,英语,能说出说、写是表达性技能,听、读、看是理解性技能，说、写是表达性技能。,32,"{""min"": ""G1"", ""max"": ""G9""}",ai-adjudicated,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:59
ca_vUz251QZ,英语,能说出在新旧语言知识之间建立联系是认知策略,在新旧语言知识之间建立联系；,39,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:64
ca_AfEuP717,英语,能说出通过分类等方法加深对词汇的理解和记忆是认知策略,通过分类等方法加深对词汇的理解和记忆；,39,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:65
ca_NNhnOpEZ,英语,能说出没听懂对方说的英语时会请对方说慢一些或再说一遍是交际策略,没听懂对方说的英语时，会请对方说慢一些或再说一遍；,39,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:68
ca_AgLGQtXa,英语,能在表达遇到困难时用简单的手势、指示代词等手段辅助表达,在表达遇到困难时，用简单的手势、指示代词等手段辅助表达。,39,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:69
ca_EJRB6ve4,英语,能说出有与同伴合作学习的愿望、乐于与他人共同完成学习任务是情感管理策略,有与同伴合作学习的愿望，乐于与他人共同完成学习任务。,39,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06"", ""A13""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:70
ca_22ePEXgb,英语,能说出根据需要进行预习、对所学内容主动复习和归纳是元认知策略,根据需要进行预习，对所学内容主动复习和归纳；,39,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06"", ""A09""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:71
ca_D75ELQGv,英语,能说出在教师指导下制订简单的学习计划、合理安排学习时间是元认知策略,在教师指导下制订简单的学习计划，合理安排学习时间；,39,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06"", ""A09"", ""A11""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:72
ca_dsY0pQzz,英语,能说出主动利用图书馆和相关资源进行拓展学习是元认知策略,主动利用图书馆和相关资源进行拓展学习；,39,"{""min"": ""G1"", ""max"": ""G9""}",ai-reviewed,"[""A06""]",deterministic-screen-only,not-adjudicated,anchors/english.jsonl:73
